Sr No.,Utterance,Speaker,Emotion,Trigger,Dialogue_ID,Utterance_ID,Episode_No
16432,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,Rachel,neutral,0.0,1878,6,394.0
16433,Yeah!,Phoebe,joy,1.0,1878,7,394.0
16434,And do you remember going into my purse and stealing the phone?!,Rachel,anger,1.0,1878,8,394.0
16435,Hi Pheebs!,Rachel,joy,0.0,1879,0,394.0
16436,Hi!,Phoebe,joy,0.0,1879,1,394.0
16437,How are ya?,Rachel,neutral,0.0,1879,2,394.0
16438,Good.,Phoebe,neutral,0.0,1879,3,394.0
16439,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?",Rachel,neutral,0.0,1879,4,394.0
16440,Yeah.,Phoebe,neutral,0.0,1879,5,394.0
16441,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,Rachel,neutral,0.0,1879,6,394.0
16442,Yeah!,Phoebe,joy,0.0,1879,7,394.0
16443,And do you remember going into my purse and stealing the phone?!,Rachel,anger,1.0,1879,8,394.0
16444,"Ooh, now you lost me.",Phoebe,fear,0.0,1879,9,394.0
16445,Hi Pheebs!,Rachel,joy,0.0,1880,0,394.0
16446,Hi!,Phoebe,joy,0.0,1880,1,394.0
16447,How are ya?,Rachel,neutral,0.0,1880,2,394.0
16448,Good.,Phoebe,neutral,0.0,1880,3,394.0
16449,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?",Rachel,neutral,0.0,1880,4,394.0
16450,Yeah.,Phoebe,neutral,0.0,1880,5,394.0
16451,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,Rachel,neutral,0.0,1880,6,394.0
16452,Yeah!,Phoebe,joy,0.0,1880,7,394.0
16453,And do you remember going into my purse and stealing the phone?!,Rachel,anger,0.0,1880,8,394.0
16454,"Ooh, now you lost me.",Phoebe,fear,0.0,1880,9,394.0
16455,You stole the phone!,Rachel,anger,1.0,1880,10,394.0
16456,No I didn't!,Phoebe,anger,0.0,1880,11,394.0
16457,Hi Pheebs!,Rachel,joy,0.0,1881,0,394.0
16458,Hi!,Phoebe,joy,0.0,1881,1,394.0
16459,How are ya?,Rachel,neutral,0.0,1881,2,394.0
16460,Good.,Phoebe,neutral,0.0,1881,3,394.0
16461,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?",Rachel,neutral,0.0,1881,4,394.0
16462,Yeah.,Phoebe,neutral,0.0,1881,5,394.0
16463,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,Rachel,neutral,0.0,1881,6,394.0
16464,Yeah!,Phoebe,joy,0.0,1881,7,394.0
16465,And do you remember going into my purse and stealing the phone?!,Rachel,anger,0.0,1881,8,394.0
16466,"Ooh, now you lost me.",Phoebe,fear,0.0,1881,9,394.0
16467,You stole the phone!,Rachel,anger,0.0,1881,10,394.0
16468,No I didn't!,Phoebe,anger,0.0,1881,11,394.0
16469,"No? So you're saying that if I called it, it wouldn't ring?",Rachel,anger,1.0,1881,12,394.0
16470,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",Phoebe,fear,0.0,1881,13,394.0
16471,It's not here.,Tag,neutral,0.0,1882,0,395.0
16472,"Puzzler. A bit of a puzzle. Why don't you um, check the copy room, maybe you left the contracts in there?",Rachel,neutral,0.0,1882,1,395.0
16473,How could I have left them in the copy room?,Tag,neutral,1.0,1882,2,395.0
16474,I don't know Tag! How can your genitals make phone calls? Okay? It's not a perfect world! Just go please.,Rachel,anger,0.0,1882,3,395.0
16475,It's not here.,Tag,neutral,0.0,1883,0,395.0
16476,"Puzzler. A bit of a puzzle. Why don't you um, check the copy room, maybe you left the contracts in there?",Rachel,neutral,0.0,1883,1,395.0
16477,How could I have left them in the copy room?,Tag,neutral,0.0,1883,2,395.0
16478,I don't know Tag! How can your genitals make phone calls? Okay? It's not a perfect world! Just go please.,Rachel,anger,1.0,1883,3,395.0
16479,Fine.,Tag,anger,0.0,1883,4,395.0
16480,How ya doin'? Welcome. Good to see ya!,Joey,joy,0.0,1884,0,396.0
16481,This will be your phone.,Stage Director,neutral,1.0,1884,1,396.0
16482,"That's great. But uh, I'm not really expecting a lot of calls.",Joey,neutral,0.0,1884,2,396.0
16483,How ya doin'? Welcome. Good to see ya!,Joey,joy,0.0,1885,0,396.0
16484,This will be your phone.,Stage Director,neutral,0.0,1885,1,396.0
16485,"That's great. But uh, I'm not really expecting a lot of calls.",Joey,neutral,0.0,1885,2,396.0
16486,No you answer it and take pledges.,Stage Director,neutral,1.0,1885,3,396.0
16487,But I'm the host!,Joey,surprise,0.0,1885,4,396.0
16488,How ya doin'? Welcome. Good to see ya!,Joey,joy,0.0,1886,0,396.0
16489,This will be your phone.,Stage Director,neutral,0.0,1886,1,396.0
16490,"That's great. But uh, I'm not really expecting a lot of calls.",Joey,neutral,0.0,1886,2,396.0
16491,No you answer it and take pledges.,Stage Director,neutral,0.0,1886,3,396.0
16492,But I'm the host!,Joey,surprise,0.0,1886,4,396.0
16493,"No, Gary Collins is the host. You'll be answering the phones.",Stage Director,neutral,1.0,1886,5,396.0
16494,"You don't seem to understand. See, I was Dr. Drake Remoray.",Joey,neutral,0.0,1886,6,396.0
16495,Hey guys.,Gunther,neutral,0.0,1887,0,397.0
16496,Hey Gunther. Hi.  I mean you're going out on a date with the noisy guy upstairs?,Monica,surprise,0.0,1887,1,397.0
16497,"Well, he's very charming.",Phoebe,neutral,0.0,1887,2,397.0
16498,"I know, he's too charming, but if you two start going out, then it's just gonna make it so much harder for me to hate him.",Monica,disgust,1.0,1887,3,397.0
16499,Hey guys.,Gunther,neutral,0.0,1888,0,397.0
16500,Hey Gunther. Hi.  I mean you're going out on a date with the noisy guy upstairs?,Monica,surprise,0.0,1888,1,397.0
16501,"Well, he's very charming.",Phoebe,neutral,0.0,1888,2,397.0
16502,"I know, he's too charming, but if you two start going out, then it's just gonna make it so much harder for me to hate him.",Monica,disgust,0.0,1888,3,397.0
16503,"Well, you're just gonna have to try.",Phoebe,neutral,0.0,1888,4,397.0
16504,"Joey, where are the",Monica,neutral,0.0,1888,5,397.0
16505,"Okay, ten blocks down. Five to go.",Chandler,anger,0.0,1889,0,398.0
16506,Oh wait! Stop! Stop! Stop!,Monica,joy,1.0,1889,1,398.0
16507,Oh I'm sorry! Do you need a break?,Chandler,surprise,0.0,1889,2,398.0
16508,"Okay, ten blocks down. Five to go.",Chandler,anger,0.0,1890,0,398.0
16509,Oh wait! Stop! Stop! Stop!,Monica,joy,0.0,1890,1,398.0
16510,Oh I'm sorry! Do you need a break?,Chandler,surprise,0.0,1890,2,398.0
16511,My boots in tan! Hey! Can you get a little closer so I can see the price?,Monica,joy,1.0,1890,3,398.0
16512,I can see it from right here. It'll cost you one husband.,Chandler,joy,0.0,1890,4,398.0
16513,"Okay, ten blocks down. Five to go.",Chandler,anger,0.0,1891,0,398.0
16514,Oh wait! Stop! Stop! Stop!,Monica,joy,0.0,1891,1,398.0
16515,Oh I'm sorry! Do you need a break?,Chandler,surprise,0.0,1891,2,398.0
16516,My boots in tan! Hey! Can you get a little closer so I can see the price?,Monica,joy,0.0,1891,3,398.0
16517,I can see it from right here. It'll cost you one husband.,Chandler,joy,1.0,1891,4,398.0
16518,"Okay, I'm sorry. I think I can walk the rest of the way now. Just-just give me my boots.",Monica,sadness,0.0,1891,5,398.0
16519,Come on more!,Phoebe,anger,0.0,1892,0,399.0
16520,Oh God!,Monica,joy,1.0,1892,1,399.0
16521,"Yeah, you like that don't you?",Phoebe,neutral,0.0,1892,2,399.0
16522,Come on more!,Phoebe,anger,0.0,1893,0,399.0
16523,Oh God!,Monica,joy,0.0,1893,1,399.0
16524,"Yeah, you like that don't you?",Phoebe,neutral,0.0,1893,2,399.0
16525,Oh yeah right there!,Monica,joy,1.0,1893,3,399.0
16526,You want it there? You take it there baby!,Phoebe,joy,0.0,1893,4,399.0
16527,Come on more!,Phoebe,anger,0.0,1894,0,399.0
16528,Oh God!,Monica,joy,0.0,1894,1,399.0
16529,"Yeah, you like that don't you?",Phoebe,neutral,0.0,1894,2,399.0
16530,Oh yeah right there!,Monica,joy,0.0,1894,3,399.0
16531,You want it there? You take it there baby!,Phoebe,joy,0.0,1894,4,399.0
16532,Uh Phoebe?,Monica,sadness,0.0,1894,5,399.0
16533,Happy?! Is that what I'm supposed to be Vic? Happy?,Kate,anger,1.0,1895,0,31.0
16534,"Well, why don't you tell me what you're supposed to be!",Joey,anger,0.0,1895,1,31.0
16535,Huh?,Joey,neutral,1.0,1895,2,31.0
16536,Happy?! Is that what I'm supposed to be Vic? Happy?,Kate,anger,1.0,1896,0,31.0
16537,"Well, why don't you tell me what you're supposed to be!",Joey,anger,0.0,1896,1,31.0
16538,Huh?,Joey,neutral,0.0,1896,2,31.0
16539,Because I sure as hell can't figure it out!,Joey,anger,1.0,1896,3,31.0
16540,Happy?! Is that what I'm supposed to be Vic? Happy?,Kate,anger,0.0,1897,0,31.0
16541,"Well, why don't you tell me what you're supposed to be!",Joey,anger,0.0,1897,1,31.0
16542,Huh?,Joey,neutral,0.0,1897,2,31.0
16543,Because I sure as hell can't figure it out!,Joey,anger,0.0,1897,3,31.0
16544,I talk to you and it's nothin'.,Joey,neutral,1.0,1897,4,31.0
16545,Happy?! Is that what I'm supposed to be Vic? Happy?,Kate,anger,0.0,1898,0,31.0
16546,"Well, why don't you tell me what you're supposed to be!",Joey,anger,0.0,1898,1,31.0
16547,Huh?,Joey,neutral,0.0,1898,2,31.0
16548,Because I sure as hell can't figure it out!,Joey,anger,0.0,1898,3,31.0
16549,I talk to you and it's nothin'.,Joey,neutral,0.0,1898,4,31.0
16550,"You look at me, and nothin'.",Joey,neutral,0.0,1898,5,31.0
16551,Nothing.,Joey,neutral,0.0,1898,6,31.0
16552,"You guys make me fly! High! Okay, we're gonna pick it up here, tomorrow.",The Director,joy,0.0,1898,7,31.0
16553,"Well, that was ah...",Kate,neutral,1.0,1898,8,31.0
16554,What?! What are you doing?!,Monica,surprise,0.0,1899,0,400.0
16555,Do you know what just happened?,Chandler,anger,1.0,1899,1,400.0
16556,Yeah. We-we had sex and then we fell asleep.,Monica,neutral,0.0,1899,2,400.0
16557,What?! What are you doing?!,Monica,surprise,0.0,1900,0,400.0
16558,Do you know what just happened?,Chandler,anger,0.0,1900,1,400.0
16559,Yeah. We-we had sex and then we fell asleep.,Monica,neutral,1.0,1900,2,400.0
16560,No. We were in the middle of sexand,Chandler,neutral,0.0,1900,3,400.0
16561,What?! What are you doing?!,Monica,surprise,0.0,1901,0,400.0
16562,Do you know what just happened?,Chandler,anger,0.0,1901,1,400.0
16563,Yeah. We-we had sex and then we fell asleep.,Monica,neutral,0.0,1901,2,400.0
16564,No. We were in the middle of sexand,Chandler,neutral,1.0,1901,3,400.0
16565,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",Monica,joy,1.0,1901,4,400.0
16566,"Don't worry, Chandler, it's not a globe of the United States.",Joey,neutral,0.0,1902,0,401.0
16567,Hey you guys I'm gonna go out and take a walk.,Phoebe,neutral,0.0,1902,1,401.0
16568,"Phoebe, why is your bag moving?",Ross,surprise,1.0,1902,2,401.0
16569,"Oh, it's not!",Phoebe,neutral,0.0,1902,3,401.0
16570,"Seriously, it's moving!",Rachel,surprise,1.0,1902,4,401.0
16571,What the hell is in there?,Joey,surprise,0.0,1902,5,401.0
16572,There will come a time in each of your careers when you'll have a chance to screw over another soap opera actor.,Joey,neutral,0.0,1903,0,402.0
16573,"I had such an opportunity in the recent, present.",Joey,neutral,0.0,1903,1,402.0
16574,"And I'm ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,1.0,1903,2,402.0
16575,There will come a time in each of your careers when you'll have a chance to screw over another soap opera actor.,Joey,neutral,0.0,1904,0,402.0
16576,"I had such an opportunity in the recent, present.",Joey,neutral,0.0,1904,1,402.0
16577,"And I'm ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,0.0,1904,2,402.0
16578,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",Joey,anger,1.0,1904,3,402.0
16579,There will come a time in each of your careers when you'll have a chance to screw over another soap opera actor.,Joey,neutral,0.0,1905,0,402.0
16580,"I had such an opportunity in the recent, present.",Joey,neutral,0.0,1905,1,402.0
16581,"And I'm ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,0.0,1905,2,402.0
16582,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",Joey,anger,1.0,1905,3,402.0
16583,"And now, he's got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I'm stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",Joey,sadness,1.0,1905,4,402.0
16584,There will come a time in each of your careers when you'll have a chance to screw over another soap opera actor.,Joey,neutral,0.0,1906,0,402.0
16585,"I had such an opportunity in the recent, present.",Joey,neutral,0.0,1906,1,402.0
16586,"And I'm ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,0.0,1906,2,402.0
16587,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",Joey,anger,0.0,1906,3,402.0
16588,"And now, he's got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I'm stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",Joey,sadness,0.0,1906,4,402.0
16589,"I'm sorry, I'm sorry, I'm sorry.",Joey,sadness,0.0,1906,5,402.0
16590,Thank you.,Joey,neutral,1.0,1906,6,402.0
16591,Rach?,Phoebe,surprise,0.0,1907,0,403.0
16592,I'll be out in a second.,Rachel,neutral,0.0,1907,1,403.0
16593,Oh.  It's just so unexpected! II uhBoy I'll tell you it's just such an honor to be nominated for a,Phoebe,joy,1.0,1907,2,403.0
16594,Rach?,Phoebe,surprise,0.0,1908,0,403.0
16595,I'll be out in a second.,Rachel,neutral,0.0,1908,1,403.0
16596,Oh.  It's just so unexpected! II uhBoy I'll tell you it's just such an honor to be nominated for a,Phoebe,joy,0.0,1908,2,403.0
16597,"Honey, we have to go. Our reservations are at 8:00.",Rachel,neutral,1.0,1908,3,403.0
16598,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,Phoebe,neutral,1.0,1908,4,403.0
16599,Rach?,Phoebe,surprise,0.0,1909,0,403.0
16600,I'll be out in a second.,Rachel,neutral,0.0,1909,1,403.0
16601,Oh.  It's just so unexpected! II uhBoy I'll tell you it's just such an honor to be nominated for a,Phoebe,joy,0.0,1909,2,403.0
16602,"Honey, we have to go. Our reservations are at 8:00.",Rachel,neutral,0.0,1909,3,403.0
16603,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,Phoebe,neutral,0.0,1909,4,403.0
16604,"Okay honey, you can finish this later we're gonna be late. We gotta go.",Rachel,neutral,0.0,1909,5,403.0
16605,"Please, don't play the music. Just uh one more.",Phoebe,joy,1.0,1909,6,403.0
16606,I can't believe you don't want to know.,Rachel,surprise,0.0,1910,0,404.0
16607,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,0.0,1910,1,404.0
16608,And Monica knows...,Monica,neutral,0.0,1910,2,404.0
16609,"Wha, heh, how could you know, I don't even know!",Ross,surprise,0.0,1910,3,404.0
16610,"Carol called me to thank me for the lasagna, I asked, she told me.",Monica,neutral,1.0,1910,4,404.0
16611,So what's it gonna be?,Joey,joy,1.0,1910,5,404.0
16612,"Waitohheyhuh, oh great now he knows, and I don't know!",Ross,anger,0.0,1910,6,404.0
16613,I can't believe you don't want to know.,Rachel,surprise,0.0,1911,0,404.0
16614,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,0.0,1911,1,404.0
16615,And Monica knows...,Monica,neutral,0.0,1911,2,404.0
16616,"Wha, heh, how could you know, I don't even know!",Ross,surprise,0.0,1911,3,404.0
16617,"Carol called me to thank me for the lasagna, I asked, she told me.",Monica,neutral,0.0,1911,4,404.0
16618,So what's it gonna be?,Joey,joy,0.0,1911,5,404.0
16619,"Waitohheyhuh, oh great now he knows, and I don't know!",Ross,anger,1.0,1911,6,404.0
16620,"I'm sorry, I'm just excited about being an aunt!",Monica,joy,0.0,1911,7,404.0
16621,I can't believe you don't want to know.,Rachel,surprise,0.0,1912,0,404.0
16622,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,0.0,1912,1,404.0
16623,And Monica knows...,Monica,neutral,0.0,1912,2,404.0
16624,"Wha, heh, how could you know, I don't even know!",Ross,surprise,0.0,1912,3,404.0
16625,"Carol called me to thank me for the lasagna, I asked, she told me.",Monica,neutral,0.0,1912,4,404.0
16626,So what's it gonna be?,Joey,joy,0.0,1912,5,404.0
16627,"Waitohheyhuh, oh great now he knows, and I don't know!",Ross,anger,0.0,1912,6,404.0
16628,"I'm sorry, I'm just excited about being an aunt!",Monica,joy,1.0,1912,7,404.0
16629,Or an uncle...,Joey,neutral,0.0,1912,8,404.0
16630,I can't believe you don't want to know.,Rachel,surprise,0.0,1913,0,404.0
16631,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,0.0,1913,1,404.0
16632,And Monica knows...,Monica,neutral,0.0,1913,2,404.0
16633,"Wha, heh, how could you know, I don't even know!",Ross,surprise,0.0,1913,3,404.0
16634,"Carol called me to thank me for the lasagna, I asked, she told me.",Monica,neutral,0.0,1913,4,404.0
16635,So what's it gonna be?,Joey,joy,0.0,1913,5,404.0
16636,"Waitohheyhuh, oh great now he knows, and I don't know!",Ross,anger,0.0,1913,6,404.0
16637,"I'm sorry, I'm just excited about being an aunt!",Monica,joy,0.0,1913,7,404.0
16638,Or an uncle...,Joey,neutral,0.0,1913,8,404.0
16639,Hey Phoebe!,Chandler,joy,1.0,1913,9,404.0
16640,Hi Pheebs!,Ross,joy,0.0,1913,10,404.0
16641,I can't believe you don't want to know.,Rachel,surprise,0.0,1914,0,404.0
16642,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,0.0,1914,1,404.0
16643,And Monica knows...,Monica,neutral,0.0,1914,2,404.0
16644,"Wha, heh, how could you know, I don't even know!",Ross,surprise,0.0,1914,3,404.0
16645,"Carol called me to thank me for the lasagna, I asked, she told me.",Monica,neutral,0.0,1914,4,404.0
16646,So what's it gonna be?,Joey,joy,0.0,1914,5,404.0
16647,"Waitohheyhuh, oh great now he knows, and I don't know!",Ross,anger,0.0,1914,6,404.0
16648,"I'm sorry, I'm just excited about being an aunt!",Monica,joy,0.0,1914,7,404.0
16649,Or an uncle...,Joey,neutral,0.0,1914,8,404.0
16650,Hey Phoebe!,Chandler,joy,0.0,1914,9,404.0
16651,Hi Pheebs!,Ross,joy,0.0,1914,10,404.0
16652,Pheebs!,Rachel,joy,0.0,1914,11,404.0
16653,Fine!,Phoebe,anger,1.0,1914,12,404.0
16654,"Phoebe, what's the matter?",Monica,neutral,0.0,1914,13,404.0
16655,I can't believe you don't want to know.,Rachel,surprise,0.0,1915,0,404.0
16656,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,0.0,1915,1,404.0
16657,And Monica knows...,Monica,neutral,0.0,1915,2,404.0
16658,"Wha, heh, how could you know, I don't even know!",Ross,surprise,0.0,1915,3,404.0
